Date,Open,High,Low,Close,Adj Close,Volume,Return,CumReturn
2005-09-23,1.8607139587402344,1.910714030265808,1.8514289855957031,1.899999976158142,1.5970702171325684,558457200,,
2005-09-26,1.9296430349349976,1.948570966720581,1.9042860269546509,1.9228570461273196,1.616283297538757,546562800,0.012030203932225758,1.0120302039322258
2005-09-27,1.9257140159606931,1.9371429681777956,1.908213973045349,1.9085710048675537,1.604274868965149,341703600,-0.007429655798518953,1.0045111678593044
2005-09-28,1.8953570127487185,1.8967859745025637,1.8067859411239624,1.8242859840393064,1.5334277153015137,1125544000,-0.04416148070020931,0.960150467306741
2005-09-29,1.82964301109314,1.8782140016555784,1.8146430253982544,1.8692859411239624,1.5712530612945557,636846000,0.024667185557947446,0.9838346770473464
2005-09-30,1.8689290285110476,1.916071057319641,1.852856993675232,1.9146430492401123,1.609378457069397,531633200,0.024264325533551956,1.0077067619224203
2005-10-03,1.9342859983444212,1.9478570222854612,1.9171429872512815,1.9442859888076784,1.6342953443527222,507553200,0.015482304472185904,1.0233083848291837
2005-10-04,1.962499976158142,1.976786017417908,1.9157140254974363,1.9196430444717407,1.6135809421539309,539459200,-0.012674821763624,1.0103381334422519
2005-10-05,1.940356969833374,1.941429018974304,1.8839290142059328,1.8849999904632568,1.584461331367493,610769600,-0.018046575802740272,0.9921049897306872
2005-10-06,1.899999976158142,1.9103569984436035,1.8167860507965088,1.8464289903640747,1.5520403385162354,757537200,-0.020461839118078196,0.9718046970425752
2005-10-07,1.847143054008484,1.8546429872512815,1.8053569793701167,1.832142949104309,1.5400322675704956,677882800,-0.0077369580208330735,0.9642858848971084
2005-10-10,1.8485709428787231,1.853929042816162,1.795714020729065,1.79892897605896,1.5121135711669922,507505600,-0.01812864378974799,0.9468046895783269
2005-10-11,1.82964301109314,1.8524999618530276,1.7999999523162842,1.8424999713897705,1.548737406730652,1225884800,0.024220294204088777,0.9697365777137249
2005-10-12,1.7374999523162842,1.7964290380477903,1.709643006324768,1.7589290142059326,1.4784913063049316,2697486400,-0.045357011537551895,0.9257522245699774
2005-10-13,1.7657140493392944,1.926785945892334,1.7596429586410522,1.919286012649536,1.6132811307907104,1865575600,0.09116714038897378,1.0101504075927534
2005-10-14,1.9296430349349976,1.9410710334777832,1.8853570222854612,1.9285709857940676,1.6210861206054688,1035552000,0.004837960145813502,1.0150374750059645
2005-10-17,1.927857041358948,1.9367860555648804,1.8814289569854736,1.9085710048675537,1.604274868965149,616834400,-0.010370363071174116,1.0045111678593048
2005-10-18,1.901785969734192,1.926785945892334,1.864285945892334,1.8646429777145384,1.5673506259918213,609588000,-0.023016157447598662,0.9813911806619838
2005-10-19,1.8596429824829104,1.962857007980347,1.8289289474487305,1.9621429443359373,1.64930522441864,1008683200,0.05228861817371433,1.032706769386669
2005-10-20,1.9453569650650024,2.017857074737549,1.9410710334777832,2.005000114440918,1.6853294372558594,1357762000,0.021842053431873065,1.0552632058230695
2005-10-21,2.0299999713897705,2.0350000858306885,1.9771430492401123,1.9878569841384888,1.6709192991256714,796726000,-0.008550339068218782,1.0462403476070667
2005-10-24,1.973214030265808,2.0282139778137207,1.9674999713897705,2.0282139778137207,1.7048423290252686,609753200,0.020302015733104417,1.067481135604794
2005-10-25,2.0142860412597656,2.030356884002685,1.988929033279419,2.003571033477783,1.6841280460357666,465127600,-0.012150263186710752,1.0545109588603467
2005-10-26,2.009999990463257,2.055713891983032,1.997143030166626,2.0367860794067383,1.712047815322876,631593200,0.016578174891647368,1.0719928259614924
2005-10-27,2.0353569984436035,2.0360710620880127,1.978929042816162,1.978929042816162,1.6634153127670288,411541200,-0.028406042238180995,1.0415417524682031
