Date,Open,High,Low,Close,Adj Close,Volume,Return,CumReturn
2005-09-23,7.795780181884766,7.900636196136475,7.785568237304687,7.854558944702148,7.801173686981201,340623975,,
2005-09-26,7.957673072814941,7.993786811828613,7.784821033477783,7.827660083770752,7.774457454681396,397259466,-0.0034246426719597434,0.9965753573280403
2005-09-27,7.84434700012207,7.930523872375488,7.805243968963623,7.819191932678223,7.766047477722168,275954483,-0.001081744547224095,0.9954973173693528
2005-09-28,7.826166152954102,7.848083019256592,7.611470222473144,7.621432781219482,7.569631576538086,321095049,-0.025291617357159457,0.9703195801383684
2005-09-29,7.638370037078857,7.738992214202881,7.6234259605407715,7.711595058441162,7.659181118011475,225393676,0.011830105675280977,0.9817985633101995
2005-09-30,7.826166152954102,7.907858848571777,7.7780961990356445,7.881956100463867,7.8283843994140625,367424053,0.022091562896284778,1.003488028023049
2005-10-03,7.811470985412598,7.972866058349609,7.790548801422119,7.937249183654785,7.883301734924316,367785402,0.007015155708802956,1.0105276527915503
2005-10-04,7.968881130218506,8.002006530761719,7.739490032196045,7.745965957641602,7.693319320678711,367143003,-0.024099345760666746,0.9861745974862117
2005-10-05,7.788057804107666,7.843101978302002,7.67124605178833,7.738742828369141,7.686144828796387,334384676,-0.0009325613019909307,0.9852549292195896
2005-10-06,7.8241729736328125,7.832641124725342,7.723300933837891,7.789553165435791,7.73660945892334,320950509,0.006565662142858031,0.9917237802094309
2005-10-07,7.840362071990967,7.8871870040893555,7.734508991241455,7.795529842376709,7.74254560470581,271827070,0.0007672800099303156,0.9924847100413581
2005-10-10,7.803501129150391,7.8411102294921875,7.699889183044434,7.73724889755249,7.684660911560059,223723439,-0.007476183686999427,0.9850647120425505
2005-10-11,7.736252784729004,7.787062168121338,7.593039035797119,7.623923778533935,7.572105407714844,342984790,-0.014646775588483929,0.9706366902651288
2005-10-12,7.601508140563965,7.651072025299072,7.447085857391357,7.496152877807617,7.445202827453613,373643277,-0.016759219982851237,0.9543695764495489
2005-10-13,7.521805763244629,7.521805763244629,7.23986291885376,7.40823221206665,7.357880115509033,424292413,-0.011728721697491507,0.9431760412908193
2005-10-14,7.469501972198486,7.47772216796875,7.286190032958984,7.375853061676025,7.32572078704834,342041267,-0.004370732868140603,0.9390536707667068
2005-10-17,7.409727096557617,7.601508140563965,7.336501121520996,7.596526145935059,7.544894695281982,303802474,0.029918408659682427,0.96714866224208
2005-10-18,7.595530033111572,7.670249938964844,7.540236949920654,7.55368709564209,7.502346515655518,284173173,-0.005639333793892587,0.9616945881073802
2005-10-19,7.571619987487793,7.717822074890137,7.57062292098999,7.688681125640869,7.636423110961914,281479113,0.017871288006573893,0.9788813090658106
2005-10-20,7.720810890197754,7.749204158782959,7.502130031585693,7.551693916320801,7.500367164611816,558553779,-0.01781671135466456,0.9614408633317089
2005-10-21,8.612716674804688,8.628409385681152,8.293911933898926,8.465767860412598,8.408227920532227,919128253,0.12104217513562165,1.0778157566936488
2005-10-24,8.552193641662598,8.699891090393066,8.522804260253906,8.683700561523438,8.624678611755371,378682093,0.025742724063722022,1.1055616703097453
2005-10-25,8.612218856811523,8.652567863464355,8.539491653442383,8.640363693237305,8.58163833618164,276163262,-0.004990362831035489,1.100044516442814
2005-10-26,8.624672889709473,8.866765022277832,8.622430801391602,8.852816581726074,8.792647361755371,357635500,0.024588431405234257,1.1270928855780724
2005-10-27,8.881709098815918,8.893913269042969,8.759167671203613,8.793540000915527,8.733772277832031,206145800,-0.006695945089237099,1.1195459335057718
2005-10-28,8.848583221435547,8.940239906311035,8.84235668182373,8.920812606811523,8.86018180847168,237025111,0.01447364628002723,1.1357498453415773
2005-10-31,8.972369194030762,9.333765029907228,8.954188346862793,9.268757820129396,9.20576000213623,575866428,0.039003510439721056,1.180048076291269
2005-11-01,9.261784553527832,9.561660766601562,9.190800666809082,9.44908332824707,9.384860038757324,656696267,0.019455214624271466,1.2030061648824744
2005-11-02,9.506866455078123,9.58905792236328,9.394039154052734,9.456555366516112,9.39228057861328,424200069,0.0007906926502163625,1.203957373015212
2005-11-03,9.524550437927246,9.628410339355469,9.498895645141602,9.61271858215332,9.54738426208496,299052737,0.016513953365581813,1.2238394689273335
2005-11-04,9.713092803955078,9.758173942565918,9.600266456604004,9.7243013381958,9.658206939697266,354319116,0.011607648186154007,1.2380453669189715
2005-11-07,9.840615272521973,9.899643898010254,9.76714038848877,9.838871002197266,9.771997451782228,385098052,0.011781743008348666,1.2526316992646875
2005-11-08,9.819443702697754,9.852819442749023,9.678223609924316,9.711099624633787,9.645095825195312,317084071,-0.012986252525451825,1.2363647076966504
2005-11-09,9.63065242767334,9.671001434326172,9.41545867919922,9.443353652954102,9.379170417785645,420245300,-0.027571048772269013,1.202276836040434
2005-11-10,9.423678398132324,9.747215270996094,9.400514602661133,9.74098777770996,9.674779891967772,366516664,0.03151765678780771,1.2401697847226876
2005-11-11,9.841113090515137,9.885446548461914,9.684947967529297,9.723553657531738,9.657464981079102,283615089,-0.0017896955881182564,1.2379502583304518
2005-11-14,9.766392707824709,9.91832447052002,9.751697540283203,9.887189865112305,9.819990158081056,313486637,0.01682896881535423,1.2587836846228546
2005-11-15,9.82268238067627,9.887937545776367,9.737252235412598,9.783329963684082,9.71683406829834,346289130,-0.01050470398871306,1.24556053463007
2005-11-16,9.868012428283691,9.934015274047852,9.815957069396973,9.916580200195312,9.8491792678833,349111670,0.013620197551458046,1.2625253151740312
2005-11-17,10.007489204406738,10.057552337646484,9.950950622558594,10.048584938049316,9.980286598205566,369869183,0.013311498019920043,1.2793314184070692
2005-11-18,10.04958152770996,10.074736595153809,9.958922386169434,9.967887878417969,9.900138854980469,282077347,-0.008030605377555844,1.2690576126387332
2005-11-21,9.94198513031006,10.211226463317873,9.800515174865724,10.195783615112305,10.126486778259276,414953540,0.022863105921482996,1.298072211256957
2005-11-22,10.178099632263184,10.393792152404783,10.117826461791992,10.372870445251465,10.3023681640625,385278727,0.017368450643793665,1.3206177143902535
2005-11-23,10.387066841125488,10.578350067138672,10.355684280395508,10.532023429870604,10.460439682006836,404912042,0.015343221619251945,1.3408802446564532
2005-11-25,10.604750633239746,10.67872428894043,10.592796325683594,10.675485610961914,10.602925300598145,194329675,0.013621379494821895,1.3591448833260285
2005-11-28,10.705373764038086,10.740740776062012,10.521562576293944,10.547466278076172,10.47577667236328,441986487,-0.011991844196779566,1.3428462296443326
2005-11-29,10.571873664855955,10.620192527770996,10.015957832336426,10.050827026367188,9.982514381408691,863054861,-0.04708598764384608,1.2796169886677142
2005-11-30,10.06875991821289,10.173118591308594,9.85207176208496,10.084948539733888,10.016403198242188,626202395,0.0033948177321547757,1.28396105511121
2005-12-01,10.19179916381836,10.34721565246582,10.169134140014648,10.313591957092283,10.24349308013916,391257051,0.02267179918803852,1.3130707623179534
2005-12-02,10.384575843811035,10.449084281921388,10.30786418914795,10.403505325317385,10.332796096801758,302870996,0.008718023819017873,1.3245181444998972
2005-12-05,10.386070251464844,10.398524284362791,10.069257736206056,10.10836124420166,10.03965663909912,413118688,-0.028369809580716665,1.286941816954231
2005-12-06,10.17934513092041,10.371376037597656,10.004999160766602,10.07573413848877,10.007251739501951,607279734,-0.003227690025868868,1.2827879676877743
2005-12-07,10.116082191467283,10.129531860351562,9.937999725341797,10.067764282226562,9.999335289001465,468385066,-0.0007910713856870144,1.2817731908326329
2005-12-08,10.0946626663208,10.227912902832031,10.02841091156006,10.227912902832031,10.158395767211914,357735875,0.01590710518382199,1.3021624918010106
2005-12-09,10.336256980895996,10.355684280395508,10.175857543945312,10.19179916381836,10.122528076171877,306881974,-0.0035308420602991886,1.2975647617056156
2005-12-12,10.327041625976562,10.341487884521484,10.210478782653809,10.276729583740234,10.206880569458008,279046027,0.008333144907218815,1.3083775568914093
2005-12-13,10.273990631103516,10.410977363586426,10.252571105957031,10.398275375366213,10.327600479125977,327775997,0.01182730696675316,1.3238521398851746
